,Objname,ObsSMA,ObsEcc,ObsSin(Inc),Obs_h,PropSMA,PropEcc,PropSin(Inc),Prop_h,0_2PE_a,0_2PE_e,0_2PE_sinI,0_2PE_h,1_3PE_a,1_3PE_e,1_3PE_sinI,1_3PE_h,2_4PE_a,2_4PE_e,2_4PE_sinI,2_4PE_h,3_5PE_a,3_5PE_e,3_5PE_sinI,3_5PE_h,4_6PE_a,4_6PE_e,4_6PE_sinI,4_6PE_h,RMS_err_a,RMS_err_e,RMS_err_sinI,RMS_err_h,Delta_a,Delta_e,Delta_sinI,Delta_h
0,1,2.763404103457814,0.11794762285731557,0.1687857691831819,1.6501656575505583,2.763404103457814,0.11493035573717324,0.16750833822152686,1.808877906964166,2.7634171406525327,0.11401557545863585,0.16770509197934927,1.8089129949148184,2.7633881391993773,0.11454129928244929,0.16769388965166643,1.8088083675341182,2.763371385776936,0.11426797727858656,0.16763749459568006,1.8088768349175421,2.763387110814036,0.11439848356423929,0.1676723544721766,1.8088410393543166,2.763416862808665,0.11446901777341781,0.16770592886944252,1.8088305331064305,1.973232683842804e-05,0.000620105447566212,0.00017650276941136647,4.398078887214846e-05,1.303719471890119e-05,-0.00038905645472395167,0.00019759064791566305,3.508795065232384e-05
1,2,2.7671349477113907,0.2867089223418955,0.5464963367834444,1.5843254256436667,2.7671349477113907,0.2799417912802752,0.5460525225026868,1.5073107928719631,2.7671149464380727,0.27618550852525264,0.5462086873421617,1.5082754126514029,2.7675153409258844,0.2767684589028506,0.5462738089539524,1.5081931319096251,2.767462343217604,0.27788756516130664,0.5461004247036526,1.5079647326699874,2.766994959281078,0.2772883270706166,0.5461522182972784,1.5080060165732547,2.766829245439908,0.2759538799217809,0.5462425739752076,1.5083947950449683,0.00027031000923646197,0.003204492246091108,0.00015601832272263698,0.0008712115083751253,0.00038039321449367947,-0.0020542261189685496,0.00022128645126562319,0.001084002173005194
2,3,2.6658822808627423,0.23584015019419505,0.23004380634291616,1.5858898090013382,2.6658822808627423,0.23361776581772872,0.22910992759659635,1.7326986067523376,2.665857158305802,0.23124313148072892,0.22896741523257094,1.7333544889645112,2.6658687850125093,0.23124669020796942,0.22898375802337062,1.7333549438342493,2.665882687983141,0.23125802169827628,0.22901871958563436,1.7333386793766126,2.665896233868692,0.23128509834648298,0.22903611799319845,1.7333274246100838,2.665900576079826,0.23123327495906512,0.2290307550461102,1.7333485797377646,1.6388092817063615e-05,0.0023645893629720416,0.00010607882604549285,0.0006463017229885641,1.8295217083519333e-05,-0.0023326674712457474,-7.380960339789522e-05,0.0006563370819117065
3,4,2.3583943622179326,0.10263428415382203,0.11376951623146714,1.526974491985735,2.3583943622179326,0.0979235948815029,0.11139027318583522,1.7308060838759942,2.3584013882290256,0.09828611181183657,0.11200773635852326,1.7305251280948493,2.358397336689345,0.098064665873431,0.11201728992128812,1.730556863766436,2.3583837834187404,0.09767900948374633,0.1120612590601227,1.7306018763070152,2.358382533129734,0.09724588516340768,0.11210880687053831,1.7306560655866619,2.358393431360916,0.09681324975210209,0.11214269036676308,1.730716819905073,7.885646794127127e-06,0.0006169762288326288,0.0006792724151422253,0.0002065047645136294,7.026011092925444e-06,0.0003625169303336645,0.0007524171809278613,-8.926397092112737e-05
4,6,2.422071847023654,0.16436793605940084,0.24979252456208037,1.5329829248740992,2.422071847023654,0.1585842917500335,0.24869195893042947,1.6946299018194517,2.4220760055932864,0.15605151916777193,0.24823426478525942,1.6952448095308728,2.422073199959632,0.15796816571287894,0.24865639973436984,1.6947041045140785,2.4220681679800697,0.16027464635743052,0.2492632369383641,1.693850841029871,2.4220675436473034,0.16055230762292866,0.24956837301766804,1.6936164117449422,2.422073424701683,0.1597213297831698,0.24949190131342674,1.6939064252714853,3.2762055741808227e-06,0.0017214987023306066,0.0006237173106019556,0.0007129002305938793,4.158569632206621e-06,0.0019680158728951624,0.0008764140872385695,0.0006149077114210311
5,7,2.382675896769703,0.21750771032155072,0.11692573054384153,1.5059256972789266,2.382675896769703,0.21491378115795445,0.11490715650101506,1.7073302035339712,2.3830761936139244,0.21130607511765928,0.11139584070539213,1.7091107789627684,2.381992710297278,0.21204859771075812,0.11228323107581653,1.7084366190268774,2.3819977301709505,0.21461911414821647,0.11533682402236621,1.706998474293384,2.3830922231917113,0.21642317292187407,0.11755034913640329,1.706338349261514,2.3829725469262155,0.2169906557623199,0.11895257975684878,1.705915607835375,0.0005192726182425627,0.0023623428762626552,0.002924067511502062,0.0012238875992441616,0.0004163264220085061,0.002076874604365453,0.004045423255833722,0.001780575428797171
6,8,2.1985228188486,0.15444706198289126,0.10105630791029359,1.4633466610612313,2.1985228188486,0.14636974777713097,0.09782612342343452,1.6871322353676317,2.1984966945857027,0.1443199502883314,0.09911028796533326,1.6870102631315091,2.198547367546391,0.14413577963251178,0.09839706205711567,1.6871390416930494,2.1985575073614805,0.14374177325822726,0.09819914684661375,1.6872424395162406,2.198518914304169,0.14457592444388062,0.09923174379313757,1.6869512239089621,2.1985167003875876,0.14679273908185858,0.09995756346036436,1.686454523103003,2.254368928722254e-05,0.0019746015944011597,0.001314001615150575,0.00032221966687923385,3.468851288035424e-05,0.0004229913047276157,0.0021314400369298325,0.0001102041486089611
7,9,2.38328275978681,0.13082243578318695,0.08473029566683483,1.5299524436180618,2.38328275978681,0.1276269136953676,0.08169791634605174,1.7358261299938156,2.3832807430642307,0.12534141605306903,0.08238456001955825,1.7359436854519068,2.3832797021033914,0.12587982170880488,0.08234164970542789,1.7358578330521053,2.3832858122492935,0.12576169307776064,0.08248710437191728,1.735848568187616,2.3832902339289683,0.12643339539127668,0.08242115920953756,1.7357376404679696,2.383284687126416,0.1262784291794246,0.08232543710752359,1.7357758721549592,4.057377577353571e-06,0.0017319223000324365,0.0006964987377118723,7.167159649949459e-05,7.474142158514496e-06,-0.0011935183040909236,0.000789188025865542,0.00011755545809122303
8,10,3.1373512352688113,0.13779333287541962,0.09100260069768144,1.753891206688832,3.1373512352688113,0.13551475519453215,0.0886881294588731,1.9073103573281416,3.1378345038548936,0.13511774388964606,0.08886147824411353,1.9074689679290013,3.137798975843767,0.13516629881411296,0.08884933039312255,1.9074540122276817,3.137205093517652,0.13533848159597864,0.08886523983993397,1.907256017524816,3.137137292439707,0.13541708582325626,0.08888408183667353,1.907218104531388,3.1370201540561964,0.13560304157017117,0.0888955375774271,1.9071583266829601,0.0003495036090398326,0.0002559085762603942,0.000183749335582207,0.00012678388121174086,0.00048326858608227496,8.828637563901287e-05,0.0002074081185540061,0.00015861060085975431
9,11,2.44902377187081,0.07856188180192981,0.0714469022436926,1.5597025342484714,2.44902377187081,0.07461123176989234,0.06784560973639456,1.761128150041502,2.4490178926369106,0.07431990684184912,0.06851906380720607,1.7609892246686616,2.4490293278957784,0.07428096257395983,0.06859597695036472,1.760989528667681,2.4490379384417,0.07420301518621593,0.06865970190392003,1.7609911370421967,2.4490335073799065,0.07410808917648795,0.06854839844943071,1.7610106210022534,2.449011879752905,0.07401846188118796,0.0686349372230229,1.761009128555262,1.0023264349690604e-05,0.00043934436264097984,0.0007478351763374447,0.00013058935311184377,1.416657089015061e-05,-0.0002913249280432212,0.0008140921675254681,-0.00011752903924855396
