Name,mag.,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),LCEx1E6,My,
1,3.41,2.7670962,0.1161977,0.1675846,78.193318,54.070272,-59.170034,1.16,-2
2,4.17,2.7709176,0.2812580,0.5475467,78.041654,-1.335344,-46.393342,44.20,10
3,5.36,2.6693661,0.2335060,0.2292262,82.528181,43.635655,-61.222138,13.74,-2
4,3.31,2.3615126,0.0987580,0.1113361,99.188833,36.872897,-39.597863,2.83,2
6,5.76,2.4252710,0.1584864,0.2478633,95.303184,31.568209,-41.829042,4.56,2
7,5.51,2.3862106,0.2125516,0.1113386,97.653672,38.403324,-46.447128,42.64,2
8,6.56,2.2014283,0.1448717,0.0971247,110.205216,32.016655,-35.510731,40.63,2
9,6.26,2.3864354,0.1271833,0.0816839,97.638314,38.754973,-41.998090,1.68,2
10,5.43,3.1417827,0.1356315,0.0889622,64.621768,128.543611,-96.902395,70.02,10
11,6.57,2.4522563,0.0744620,0.0677971,93.732769,40.759353,-43.165848,2.99,2
12,7.21,2.3342697,0.1751414,0.1624078,100.931830,34.141216,-40.913297,37.74,2
13,6.79,2.5762947,0.1276830,0.2765665,87.044445,35.724645,-45.276187,1.45,-2
14,6.35,2.5875534,0.1988235,0.1453880,86.473911,48.581303,-56.036510,1.46,-2
15,5.29,2.6436660,0.1485956,0.2266469,83.736213,42.497120,-51.803306,1.50,-2
16,6.03,2.9221279,0.1022472,0.0439404,72.049149,76.767457,-73.100753,1.47,-2
17,7.69,2.4711314,0.1378521,0.0850260,92.660251,43.751878,-46.314360,11.08,2
18,6.55,2.2957625,0.1801599,0.1701454,103.484712,32.563804,-39.577086,12.71,2
19,7.19,2.4420129,0.1345231,0.0387542,94.322911,41.871738,-45.183597,3.27,2
20,6.47,2.4086388,0.1618339,0.0247957,96.290474,40.876056,-45.116151,18.67,2
21,7.37,2.4352604,0.1292457,0.0374493,94.715652,41.501752,-44.628579,3.10,2
22,6.43,2.9095757,0.0891035,0.2179816,72.520331,56.714066,-63.303586,16.60,-2
23,7.03,2.6279053,0.2546948,0.1673271,84.488312,48.428426,-64.341418,1.43,-2
24,7.21,3.1345042,0.1527786,0.0189278,64.845442,131.975593,-103.313995,0.19,-2
25,7.81,2.4001541,0.2281190,0.3973687,96.805664,17.683632,-38.716994,4.89,2
26,7.36,2.6556538,0.1198872,0.0516697,83.167880,55.164681,-55.658942,1.48,-2
27,6.98,2.3470359,0.1864927,0.0122625,100.107293,38.577948,-43.678367,10.46,2
28,7.13,2.7774224,0.1787965,0.1478958,77.756312,57.330044,-66.643727,1.48,-2
29,5.91,2.5543020,0.0728087,0.1121071,88.169619,49.437457,-46.987712,0.00,10
30,7.58,2.3656314,0.1049977,0.0491202,98.929528,38.591591,-40.548301,3.12,2
31,6.78,3.1550838,0.2076977,0.4468711,64.225609,31.413555,-64.969951,6.80,10
32,7.60,2.5870341,0.1137797,0.1086631,86.500628,50.002765,-50.463747,0.00,-2
33,8.64,2.8661710,0.2968957,0.0346909,74.165881,83.472225,-108.099847,48.41,10
34,8.51,2.6867916,0.1456166,0.0973595,81.725620,55.141616,-58.695390,1.49,-2
35,8.50,2.9957710,0.2643119,0.1467285,69.405059,83.882421,-108.690594,39.02,10
36,8.56,2.7491933,0.2747573,0.3239138,78.952022,34.153659,-64.833210,119.48,10
37,7.38,2.6421185,0.1596381,0.0576962,83.807625,54.527392,-57.777219,1.75,-2
38,8.35,2.7408281,0.1688718,0.1358680,79.319585,55.856861,-63.356173,1.53,-2
39,6.02,2.7687248,0.0697880,0.1703868,78.124767,53.695060,-56.509366,1.46,-2
40,7.15,2.2672678,0.0215663,0.0654117,105.438927,34.767220,-35.198013,2.99,2
