num,rmssma,rmse,rmssini,m,g,s
2683,0.0000000,0.0001659,0.0000014,0.000002,0.008444,0.005311
2684,0.0000000,0.0000097,0.0000362,0.000001,0.008832,0.003785
2685,0.0000000,0.0000417,0.0000103,0.000003,0.001911,0.003651
2686,0.0000015,0.0000950,0.0000382,0.000057,0.005436,0.005959
2687,0.0002279,0.0018178,0.0014511,0.012237,0.246505,0.073217
2688,0.0000089,0.0000140,0.0000017,0.000362,0.010120,0.003696
2689,0.0000191,0.0004640,0.0011492,0.001455,0.032164,0.025910
2690,0.0000493,0.0042581,0.0016682,0.001759,0.245152,0.229988
2691,0.0000003,0.0001069,0.0007964,0.000021,0.016713,0.006469
2692,0.0000021,0.0001384,0.0001795,0.000108,0.014910,0.006280
2693,0.0000278,0.0001889,0.0003640,0.002053,0.011074,0.014967
2694,0.0000053,0.0003308,0.0002873,0.000376,0.003789,0.013936
2695,0.0000003,0.0000232,0.0000582,0.000014,0.001021,0.000933
2696,0.0000472,0.0014453,0.0005922,0.002912,0.043438,0.054909
2697,0.0000259,0.0000170,0.0000112,0.000594,0.003984,0.000781
2698,0.0000021,0.0261824,0.0002682,0.000514,0.245125,3.348061
2699,0.0000035,0.0000933,0.0000475,0.000215,0.003896,0.002799
2700,0.0000001,0.0000909,0.0000045,0.000003,0.002361,0.003587
2701,0.0001055,0.0001896,0.0001451,0.003418,0.182796,0.068193
2702,0.0001083,0.0000846,0.0000152,0.002792,0.077391,0.041672
2703,0.0000673,0.0014694,0.0006350,0.006133,0.025828,0.039442
2704,0.0000009,0.0000904,0.0001188,0.000062,0.002995,0.002935
2705,0.0000009,0.0071537,0.0053609,0.000070,0.098289,0.174071
2706,0.0000017,0.0034702,0.0014357,0.000061,0.224188,0.160448
2707,0.0000010,0.0000108,0.0000419,0.000032,0.004265,0.002365
2708,0.0002410,0.0000838,0.0000445,0.008337,0.076114,0.014468
2709,0.0000372,0.0032463,0.0033585,0.003000,0.054127,0.105480
2710,0.0000214,0.0000736,0.0000219,0.001188,0.004075,0.005905
2711,0.0000008,0.0037679,0.0015513,0.000029,0.227449,0.164411
2712,0.0000024,0.0048687,0.0092079,0.000201,0.070513,0.142182
2713,0.0000122,0.0000100,0.0000035,0.000506,0.002857,0.001658
2714,0.0001521,0.0002335,0.0003391,0.011066,0.010636,0.011662
2715,0.0000031,0.0001179,0.0000337,0.000150,0.003728,0.004904
2716,0.0000000,0.0002824,0.0000938,0.000002,0.003721,0.005807
2717,0.0000287,0.0012000,0.0026723,0.002267,0.046111,0.033148
2718,0.0000010,0.0000028,0.0000027,0.000032,0.003090,0.002194
2719,0.0000484,0.0002648,0.0023494,0.004038,0.017045,0.037559
2720,0.0000137,0.0000776,0.0002676,0.000978,0.007589,0.010535
2721,0.0000316,0.0000530,0.0000045,0.000994,0.297353,0.033465
2722,0.0000783,0.0000648,0.0000114,0.002403,0.355494,0.019259
2723,0.0000006,0.0000044,0.0000027,0.000020,0.003094,0.002435
2724,0.0000017,0.0025082,0.0025104,0.000090,0.107307,0.278803
2725,0.0007942,0.0077185,0.0172044,0.024917,4.157668,2.082581
2726,0.0000004,0.0000030,0.0000037,0.000014,0.002133,0.001149
2727,0.0000009,0.0058470,0.0012498,0.000075,0.048366,0.583669
2728,0.0000001,0.0000350,0.0000297,0.000005,0.004618,0.002180
2729,0.0000066,0.0000379,0.0000662,0.000355,0.002566,0.001998
2730,0.0000042,0.0001435,0.0000233,0.000200,0.001211,0.014367
2731,0.0016814,0.0006652,0.0007067,0.055412,2.480445,0.271891
2732,0.0000000,0.0079255,0.0023241,0.000002,0.149060,0.091724
2733,0.0000179,0.0001584,0.0012104,0.001454,0.060115,0.024196
2734,0.0000002,0.0000566,0.0000107,0.000007,0.003961,0.001194
2735,0.0000000,0.0074980,0.0019253,0.000019,0.733885,0.041807
2736,0.0000000,0.0004801,0.0001515,0.000001,0.005398,0.005255
2737,0.0000057,0.0020908,0.0000621,0.000289,0.015931,0.266458
2738,0.0000002,0.0000393,0.0000310,0.000007,0.000805,0.001785
2739,0.0000001,0.0000409,0.0000234,0.000004,0.004274,0.001685
2740,0.0000017,0.0011649,0.0004638,0.000080,0.080309,0.057906
2741,0.0002097,0.0006136,0.0001640,0.010585,0.012581,0.042989
2742,0.0001015,0.0008683,0.0000521,0.003746,0.027265,0.030724
2743,0.0000003,0.0001381,0.0000883,0.000014,0.008481,0.006499
2744,0.0068322,0.0017013,0.0018508,0.533182,0.204802,0.418261
2745,0.0000002,0.0006746,0.0004626,0.000022,0.102984,0.081013
2746,0.0000079,0.0002250,0.0022146,0.000672,0.045284,0.019609
2747,0.0000018,0.0000025,0.0000030,0.000057,0.003174,0.002068
2748,0.0001529,0.0003444,0.0005094,0.006494,0.032767,0.019823
2749,0.0000664,0.0000344,0.0000407,0.002326,0.193381,0.029896
2750,0.0000048,0.0020754,0.0012268,0.000373,0.068827,0.064304
2751,0.0000143,0.0000726,0.0000324,0.000951,0.005475,0.007434
2752,0.0000058,0.0031351,0.0013470,0.000197,0.221367,0.188947
2753,0.0000107,0.0006914,0.0003306,0.000483,0.025467,0.015453
2754,0.0013207,0.0017839,0.0012562,0.098195,0.065235,0.143595
2755,0.0000778,0.0007357,0.0000092,0.003459,0.090444,0.163441
2756,0.0000002,0.0004058,0.0002132,0.000008,0.009281,0.018173
2757,0.0002713,0.0016094,0.0001111,0.010525,0.743914,0.601632
2758,0.0000186,0.0001480,0.0002237,0.000912,0.030058,0.024095
2760,0.0000007,0.0000089,0.0000114,0.000007,0.047904,0.020110
2761,0.0002778,0.0061749,0.0041035,0.008974,0.615062,1.808555
2762,0.0002009,0.0003802,0.0007068,0.014297,0.033408,0.028810
2763,0.0000113,0.0000529,0.0000287,0.000718,0.002935,0.005375
2764,0.0000120,0.0001366,0.0014653,0.000943,0.019139,0.007703
2765,0.0000030,0.0000054,0.0000073,0.000108,0.005345,0.002265
2766,0.0000833,0.0023930,0.0004546,0.003329,0.029312,0.133543
2767,0.0000004,0.0006966,0.0001335,0.000017,0.012598,0.032090
2768,0.0000013,0.0022852,0.0017118,0.000100,0.042557,0.079095
2769,0.0000009,0.0000121,0.0000016,0.000026,0.004194,0.005121
2770,0.0000063,0.0009747,0.0008804,0.000498,0.017013,0.035421
2771,0.0000040,0.0001211,0.0000492,0.000201,0.004774,0.006802
2772,0.0011150,0.0007238,0.0008509,0.074067,0.068661,0.046322
2773,0.0000062,0.0001847,0.0001959,0.000357,0.004498,0.008274
2774,0.0000037,0.0000038,0.0000027,0.000119,0.005941,0.001961
2775,0.0000166,0.0004584,0.0000180,0.001135,0.006444,0.027036
2776,0.0000254,0.0005352,0.0010759,0.001896,0.025636,0.025728
2777,0.0000143,0.0001191,0.0000878,0.000947,0.002762,0.005506
2778,0.0000000,0.0005672,0.0007055,0.000002,0.013651,0.011155
2779,0.0000981,0.0029009,0.0014399,0.009150,0.031715,0.077588
2780,0.0003864,0.0007031,0.0005216,0.032150,0.024978,0.031266
2781,0.0000007,0.0000064,0.0000011,0.000021,0.003392,0.002558
2782,0.0000091,0.0000804,0.0000349,0.000465,0.002414,0.002978
2783,0.0000020,0.0132303,0.0055158,0.000050,0.028861,0.700313
2784,0.0000016,0.0039160,0.0026180,0.000133,0.071252,0.138448
2785,0.0000002,0.0000104,0.0000046,0.000008,0.001861,0.001229
2786,0.0000386,0.0005262,0.0020156,0.002167,0.216878,0.106431
2787,0.0000892,0.0003739,0.0001224,0.003307,0.022359,0.016439
2788,0.0000092,0.0102604,0.0023031,0.000561,0.162087,0.641734
2789,0.0000062,0.0052903,0.0041378,0.000562,0.088793,0.187517
2790,0.0000001,0.0000811,0.0000403,0.000006,0.002238,0.003797
2791,0.0000956,0.0004186,0.0002728,0.008928,0.056246,0.031855
2792,0.0000185,0.0007784,0.0002864,0.001346,0.015461,0.039567
2793,0.0000004,0.0000224,0.0000165,0.000014,0.001602,0.002271
2794,0.0000594,0.0001686,0.0002439,0.003720,0.015745,0.019655
2795,0.0000004,0.0001437,0.0002005,0.000028,0.006780,0.002144
2796,0.0000001,0.0000738,0.0000464,0.000005,0.003900,0.003565
2798,0.0001675,0.0054586,0.0005599,0.009903,0.041732,0.097022
2799,0.0000008,0.0002288,0.0002639,0.000056,0.010147,0.013897
2800,0.0002437,0.0004388,0.0000436,0.007606,0.151052,0.089779
2801,0.0000001,0.0000374,0.0000114,0.000007,0.002264,0.002127
2802,0.0000053,0.0000054,0.0000053,0.000200,0.003766,0.002344
2803,0.0000140,0.0000106,0.0000020,0.000450,0.014593,0.002333
2804,0.0000018,0.0010439,0.0004939,0.000062,0.084497,0.062835
2805,0.0000000,0.0004577,0.0003270,0.000001,0.018716,0.017033
2806,0.0000000,0.0003212,0.0004015,0.000001,0.005600,0.007288
2807,0.0000013,0.0000232,0.0000174,0.000065,0.002843,0.003635
2808,0.0000004,0.0017709,0.0007272,0.000016,0.124561,0.089824
2809,0.0000002,0.0001506,0.0000266,0.000016,0.004190,0.008910
2810,0.0001027,0.0001806,0.0003473,0.005815,0.049472,0.019882
2811,0.0000000,0.0000061,0.0000058,0.000000,0.001979,0.001160
2812,0.0000142,0.0003796,0.0007076,0.001149,0.024064,0.013868
2813,0.0000246,0.0002809,0.0001553,0.000810,0.047354,0.035262
2814,0.0000000,0.0000096,0.0000058,0.000001,0.001993,0.001207
2815,0.0000013,0.0030574,0.0024414,0.000090,0.059088,0.086034
2816,0.0000000,0.0001568,0.0000193,0.000003,0.001929,0.002128
2817,0.0000000,0.0002008,0.0001842,0.000004,0.003857,0.010194
2818,0.0000071,0.0001307,0.0000985,0.000481,0.003717,0.007624
2819,0.0000049,0.0000148,0.0000042,0.000216,0.001794,0.003698
2820,0.0000018,0.0002930,0.0003576,0.000127,0.009267,0.013022
2821,0.0000008,0.0000983,0.0000283,0.000051,0.004750,0.006833
2822,0.0000005,0.0002619,0.0001584,0.000024,0.014565,0.011101
2823,0.0000002,0.0002935,0.0000800,0.000013,0.003419,0.006362
2824,0.0000012,0.0001819,0.0008108,0.000080,0.018992,0.010267
2825,0.0000658,0.0026643,0.0033805,0.006195,0.061951,0.108980
2826,0.0000154,0.0000425,0.0000057,0.000508,0.118078,0.005431
2827,0.0000004,0.0004064,0.0003211,0.000026,0.018833,0.017029
2828,0.0000072,0.0002319,0.0007337,0.000590,0.009237,0.007754
2829,0.0000019,0.0004020,0.0003157,0.000070,0.069356,0.041172
2830,0.0001210,0.0027927,0.0015169,0.008401,0.115132,0.115727
2831,0.0000044,0.0008211,0.0013765,0.000339,0.029765,0.041682
2832,0.0000003,0.0003217,0.0004589,0.000013,0.008622,0.006427
2833,0.0000000,0.0000110,0.0000050,0.000000,0.001921,0.001244
2834,0.0000235,0.0108735,0.0044237,0.001026,0.183935,0.938766
2835,0.0000000,0.0000127,0.0000285,0.000000,0.000548,0.001856
2836,0.0000008,0.0000696,0.0000312,0.000029,0.005547,0.004241
2837,0.0003129,0.0005415,0.0000316,0.012017,0.039052,0.005645
2838,0.0000437,0.0001372,0.0001717,0.002734,0.004048,0.008872
2839,0.0000051,0.0006726,0.0009557,0.000356,0.021163,0.026152
2840,0.0000003,0.0000434,0.0000529,0.000009,0.001647,0.002003
2841,0.0000048,0.0001781,0.0008573,0.000378,0.017178,0.006954
2842,0.0002048,0.0003726,0.0004922,0.010304,0.058676,0.030752
2843,0.0000503,0.0026181,0.0023338,0.003839,0.068812,0.112589
2844,0.0001885,0.0002771,0.0006558,0.014090,0.018338,0.019563
2845,0.0000238,0.0045084,0.0036239,0.001896,0.098902,0.155091
2846,0.0000032,0.0000059,0.0000037,0.000096,0.025439,0.003465
2847,0.0000294,0.0053903,0.0066646,0.002426,0.076630,0.140045
2848,0.0000045,0.0000082,0.0000364,0.000141,0.035594,0.004972
2849,0.0000000,0.0003925,0.0000747,0.000000,0.012445,0.001420
2850,0.0000000,0.0001239,0.0000220,0.000002,0.004026,0.003546
2851,0.0000004,0.0002104,0.0001740,0.000031,0.005792,0.004336
2852,0.0000000,0.0000230,0.0000155,0.000000,0.000731,0.001398
2853,0.0000417,0.0002086,0.0000954,0.003069,0.004941,0.009750
2854,0.0008301,0.0037912,0.0032506,0.062320,0.082949,0.167327
2855,0.0000013,0.0001266,0.0000262,0.000080,0.002153,0.006641
2856,0.0003709,0.0126946,0.0015128,0.013200,0.260302,0.194236
2857,0.0000044,0.0001826,0.0000477,0.000289,0.002171,0.007134
2858,0.0000202,0.0018953,0.0014309,0.001596,0.043720,0.078085
2859,0.0000776,0.0032677,0.0049205,0.006153,0.076933,0.132912
2860,0.0000024,0.0010921,0.0004219,0.000171,0.015432,0.046350
2861,0.0000000,0.0000769,0.0000226,0.000001,0.008563,0.001979
2862,0.0003997,0.0012785,0.0034292,0.032481,0.079221,0.083055
2863,0.0004713,0.0014567,0.0002260,0.012801,0.616033,0.520482
2864,0.0000030,0.0000175,0.0000055,0.000142,0.001212,0.000911
2865,0.0000003,0.0000308,0.0000368,0.000017,0.001537,0.001303
2866,0.0000005,0.0000458,0.0000510,0.000019,0.006402,0.003927
2867,0.0000022,0.0044547,0.0015915,0.000159,0.069164,0.135453
2868,0.0002564,0.0024178,0.0032323,0.010474,0.380085,0.126195
2869,0.0000002,0.0000527,0.0000476,0.000010,0.004821,0.002412
2870,0.0000152,0.0000353,0.0000594,0.000970,0.002900,0.005462
2871,0.0000002,0.0003939,0.0007555,0.000013,0.017446,0.007759
2872,0.0000007,0.0000284,0.0000112,0.000031,0.001115,0.001597
2873,0.0000309,0.0022088,0.0016233,0.002383,0.041706,0.095547
2874,0.0000002,0.0002416,0.0007421,0.000015,0.014439,0.007222
2875,0.0000016,0.0001062,0.0000085,0.000069,0.002360,0.001398
2876,0.0000004,0.0000690,0.0000332,0.000020,0.003099,0.003220
2877,0.0000792,0.0000766,0.0000018,0.003113,0.036432,0.013610
2878,0.0000015,0.0004734,0.0000943,0.000059,0.007303,0.019165
2879,0.0000068,0.0006231,0.0000120,0.000297,0.005194,0.038817
2880,0.0000665,0.0031111,0.0027124,0.005389,0.055692,0.076541
2881,0.0131853,0.0065665,0.0016820,0.976186,0.438431,0.870502
2882,0.0000050,0.0000049,0.0000027,0.000162,0.005915,0.002319
2883,0.0000203,0.0001308,0.0009844,0.001730,0.004692,0.011503
2884,0.0000002,0.0000041,0.0000026,0.000007,0.002676,0.002178
2885,0.0000076,0.0029397,0.0048511,0.000603,0.064914,0.117309
2886,0.0000018,0.0004961,0.0000883,0.000117,0.004371,0.026958
2887,0.0000883,0.0003983,0.0003158,0.006589,0.008301,0.013111
2888,0.0000594,0.0004295,0.0005974,0.004272,0.024403,0.015305
2889,0.0000023,0.0001531,0.0000765,0.000080,0.027604,0.023344
2890,0.0000092,0.0006818,0.0005868,0.000672,0.021778,0.037100
2891,0.0000562,0.0000064,0.0000258,0.001519,0.170297,0.004361
2892,0.0000462,0.0017811,0.0009693,0.001493,0.296543,0.217980
2894,0.0000867,0.0000838,0.0000049,0.002670,0.031745,0.012889
2896,0.0000037,0.0003817,0.0004922,0.000294,0.014778,0.021252
2897,0.0000272,0.0022076,0.0022491,0.002246,0.055285,0.071234
2898,0.0000044,0.0002899,0.0000282,0.000216,0.002484,0.002822
2899,0.0000008,0.0002073,0.0008643,0.000056,0.012489,0.009752
2900,0.0000044,0.0003959,0.0001513,0.000155,0.046448,0.042629
2901,0.0000000,0.0000093,0.0000041,0.000000,0.002087,0.001195
2902,0.0001646,0.0041607,0.0038813,0.013055,0.074102,0.127767
2903,0.0000001,0.0002460,0.0000406,0.000007,0.005020,0.008953
2904,0.0000002,0.0001855,0.0000688,0.000010,0.010775,0.016716
2905,0.0000005,0.0000708,0.0000107,0.000021,0.002666,0.002419
2906,0.0002070,0.0142822,0.0003691,0.006306,0.994493,1.465642
2907,0.0000033,0.0002685,0.0000777,0.000114,0.006059,0.004359
2908,0.0000009,0.0000427,0.0000070,0.000052,0.001364,0.002172
2909,0.0000007,0.0021325,0.0008637,0.000026,0.156143,0.113223
2910,0.0000002,0.0001908,0.0006264,0.000019,0.007019,0.008557
2911,0.0000015,0.0001158,0.0000088,0.000065,0.002166,0.000920
2912,0.0000000,0.0002622,0.0006085,0.000004,0.018799,0.006680
2913,0.0003454,0.0035119,0.0008839,0.015042,0.460570,0.278147
2914,0.0000016,0.0003984,0.0007978,0.000123,0.011779,0.008777
2915,0.0000018,0.0000383,0.0000176,0.000111,0.001589,0.002062
2916,0.0000137,0.0041821,0.0061058,0.001102,0.120543,0.127725
2917,0.0000040,0.0001226,0.0000133,0.000165,0.001983,0.001883
2918,0.0012659,0.0006565,0.0002793,0.040537,2.114266,0.180307
2919,0.0000031,0.0000063,0.0000072,0.000100,0.004964,0.004405
2921,0.0002315,0.0001529,0.0002123,0.007158,2.430680,0.138085
2922,0.0000299,0.0001640,0.0000461,0.002308,0.004207,0.012050
2923,0.0000144,0.0000378,0.0000407,0.000940,0.004064,0.003462
2924,0.0000001,0.0000049,0.0000030,0.000003,0.001833,0.001287
2925,0.0000626,0.0003100,0.0011832,0.004143,0.022159,0.014349
2926,0.0000001,0.0001876,0.0005300,0.000004,0.009789,0.005217
2927,0.0000159,0.0001926,0.0000869,0.000903,0.009878,0.008169
2928,0.0000001,0.0003419,0.0001551,0.000003,0.019920,0.015948
2929,0.0001628,0.0001248,0.0000519,0.005610,0.075053,0.006132
2930,0.0000004,0.0000761,0.0000473,0.000021,0.011613,0.007145
2931,0.0000000,0.0000070,0.0000049,0.000000,0.001984,0.001238
2932,0.0005287,0.0006214,0.0000730,0.011816,0.343810,0.125817
2933,0.0000000,0.0021142,0.0003734,0.000001,0.538593,0.013225
2934,0.0000283,0.0000033,0.0000224,0.000901,0.038409,0.004406
2935,0.0000063,0.0000324,0.0000257,0.000320,0.002152,0.001033
2936,0.0000002,0.0007749,0.0000757,0.000007,0.010719,0.018083
2937,0.0000211,0.0007006,0.0004300,0.001240,0.011732,0.011961
2938,0.0000622,0.0003045,0.0002813,0.002248,0.004256,0.004291
2939,0.0000013,0.0001076,0.0000761,0.000080,0.004927,0.008559
2940,0.0000003,0.0000590,0.0000704,0.000016,0.004428,0.004580
2941,0.0001834,0.0027187,0.0013830,0.014934,0.028935,0.099772
2942,0.0000171,0.0046927,0.0030874,0.001302,0.084907,0.142828
2943,0.0000013,0.0002158,0.0000846,0.000083,0.006452,0.006585
2944,0.0000410,0.0005238,0.0002280,0.001651,0.025597,0.025354
2945,0.0000001,0.0001014,0.0000426,0.000004,0.000892,0.002606
2946,0.0000179,0.0000323,0.0000263,0.001095,0.005566,0.003426
2947,0.0000021,0.0002144,0.0002011,0.000148,0.004996,0.008540
2948,0.0001258,0.0055030,0.0000527,0.005030,0.069727,0.396358
2949,0.0000009,0.0073761,0.0041599,0.000083,0.087043,0.166826
2950,0.0000060,0.0001396,0.0000594,0.000272,0.006067,0.009392
2951,0.0001452,0.0017573,0.0010228,0.004914,0.316728,0.200909
2952,0.0000002,0.0001454,0.0001090,0.000011,0.003604,0.008968
2953,0.0002100,0.0024765,0.0002975,0.009949,0.671746,0.108173
2954,0.0017548,0.0013135,0.0019310,0.124881,0.095312,0.164007
2955,0.0000052,0.0058280,0.0053390,0.000418,0.078762,0.159213
2956,0.0000001,0.0000297,0.0001372,0.000001,0.002958,0.003591
2957,0.0000035,0.0010308,0.0003412,0.000128,0.060986,0.104252
2958,0.0000001,0.0000074,0.0000052,0.000003,0.002066,0.001167
2959,0.0000011,0.0000139,0.0000280,0.000006,0.046781,0.029868
2960,0.0000319,0.0004563,0.0011633,0.002852,0.021659,0.017058
2961,0.0000006,0.0002068,0.0002135,0.000046,0.007233,0.007422
2962,0.0000006,0.0000640,0.0000376,0.000033,0.002925,0.002718
2963,0.0000004,0.0000144,0.0000054,0.000017,0.001948,0.001202
2964,0.0000000,0.0002574,0.0001892,0.000002,0.017715,0.007531
2965,0.0001645,0.0010522,0.0001142,0.010493,0.022507,0.060201
2966,0.0000008,0.0000308,0.0000204,0.000046,0.003470,0.002544
2967,0.0001455,0.0003712,0.0003372,0.004381,0.624725,0.021946
2968,0.0047251,0.0022508,0.0019422,0.352768,0.136126,0.472374
2969,0.0000000,0.0000096,0.0000041,0.000001,0.003125,0.001190
2970,0.0000039,0.0000647,0.0000786,0.000212,0.010514,0.004241
2971,0.0000007,0.0040322,0.0024546,0.000058,0.071144,0.135738
2972,0.0000045,0.0026986,0.0054776,0.000362,0.039650,0.077555
2973,0.0000004,0.0000476,0.0001321,0.000023,0.005638,0.002319
2974,0.0000002,0.0000542,0.0002643,0.000002,0.010131,0.007068
2975,0.0000126,0.0005328,0.0013453,0.000988,0.047851,0.027993
2976,0.0000361,0.0000280,0.0000034,0.000986,0.172208,0.024009
2977,0.0000002,0.0001456,0.0000097,0.000010,0.001320,0.002108
2978,0.0000002,0.0000750,0.0000081,0.000002,0.006609,0.019354
2979,0.0000911,0.0000739,0.0000042,0.003046,0.039490,0.008075
2980,0.0000084,0.0001792,0.0000475,0.000431,0.002733,0.006422
2981,0.0001156,0.0001480,0.0000051,0.003770,0.082235,0.039612
2982,0.0000025,0.0028904,0.0011247,0.000091,0.174952,0.126084
2983,0.0000000,0.0000222,0.0000043,0.000002,0.003390,0.001335
2984,0.0000095,0.0001854,0.0007798,0.000541,0.007513,0.005782
2985,0.0000000,0.0000125,0.0000032,0.000001,0.002798,0.001193
2986,0.0005520,0.0017787,0.0000856,0.017223,1.066308,0.417444
2987,0.0000000,0.0000389,0.0000315,0.000000,0.001797,0.001425
2988,0.0001960,0.0008191,0.0000983,0.009821,0.021391,0.047986
2989,0.0000004,0.0001757,0.0013965,0.000034,0.017032,0.006406
2990,0.0000004,0.0001810,0.0000358,0.000022,0.002368,0.009440
2991,0.0000682,0.0006250,0.0002030,0.005738,0.009031,0.038059
2992,0.0000003,0.0000973,0.0001065,0.000011,0.006999,0.005282
2993,0.0000000,0.0001633,0.0000991,0.000002,0.009105,0.007338
2994,0.0000278,0.0018417,0.0001073,0.001927,0.039412,0.115726
2995,0.0003425,0.0006141,0.0002172,0.017039,0.018668,0.051181
2996,0.0000000,0.0000299,0.0000106,0.000002,0.006883,0.003818
2997,0.0000015,0.0009627,0.0002723,0.000082,0.014578,0.025778
2998,0.0000354,0.0002472,0.0000310,0.002264,0.003484,0.012400
2999,0.0000021,0.0039753,0.0028606,0.000149,0.082356,0.146823
3000,0.0000131,0.0000752,0.0006584,0.000926,0.012997,0.008710
3001,0.0000000,0.0001173,0.0000266,0.000002,0.012385,0.004015
3002,0.0000013,0.0007628,0.0005578,0.000094,0.020288,0.027260
3003,0.0000212,0.0002690,0.0001236,0.000754,0.007254,0.005732
3004,0.0001976,0.0002708,0.0002926,0.010186,0.027057,0.024427
3005,0.0000124,0.0004916,0.0000875,0.000801,0.004354,0.031232
3006,0.0000195,0.0001067,0.0000294,0.001257,0.003287,0.006690
3007,0.0000101,0.0001351,0.0000244,0.000657,0.001792,0.004664
3008,0.0007378,0.0006773,0.0000852,0.022714,0.947963,0.231031
3009,0.0000010,0.0005123,0.0006814,0.000084,0.013275,0.013605
3010,0.0000040,0.0000119,0.0000014,0.000115,0.033841,0.004147
3011,0.0000613,0.0000448,0.0000081,0.001830,0.543439,0.031971
3012,0.0000073,0.0002612,0.0001566,0.000226,0.019494,0.012241
3013,0.0000073,0.0001673,0.0001047,0.000479,0.003508,0.010586
3014,0.0000011,0.0007458,0.0000452,0.000084,0.005808,0.047290
3015,0.0021710,0.0016601,0.0005059,0.061117,2.184243,0.575857
3016,0.0000000,0.0000103,0.0000020,0.000001,0.006557,0.001210
3017,0.0001002,0.0004314,0.0001778,0.005564,0.025698,0.030044
3018,0.0000009,0.0000777,0.0000901,0.000058,0.004568,0.005664
3019,0.0000005,0.0000123,0.0000051,0.000019,0.002075,0.001107
3020,0.0000663,0.0026823,0.0010086,0.002930,0.067876,0.040685
3021,0.0001609,0.0002787,0.0001215,0.005376,0.333855,0.161277
3022,0.0000002,0.0054940,0.0055640,0.000057,0.358698,0.166544
3023,0.0000413,0.0039354,0.0030029,0.003108,0.064761,0.128058
3024,0.0021323,0.0006099,0.0002942,0.054490,0.914352,0.049195
3025,0.0001220,0.0010929,0.0003419,0.004723,0.475978,0.056221
3026,0.0000004,0.0003589,0.0000042,0.000012,0.004604,0.008484
3027,0.0000022,0.0001183,0.0000217,0.000121,0.001151,0.002997
3028,0.0000005,0.0004780,0.0000578,0.000027,0.020768,0.058151
3029,0.0000010,0.0002166,0.0022387,0.000071,0.041894,0.011910
3030,0.0000049,0.0015739,0.0025059,0.000270,0.029645,0.089888
3031,0.0000423,0.0017757,0.0011353,0.003654,0.025657,0.073171
3032,0.0000000,0.0000156,0.0000038,0.000000,0.001480,0.000990
3033,0.0001703,0.0002542,0.0004991,0.012208,0.011979,0.011990
3034,0.0000056,0.0002290,0.0001394,0.000382,0.005143,0.012510
3035,0.0000007,0.0001131,0.0000375,0.000031,0.001287,0.010777
3036,0.0008839,0.0023240,0.0002858,0.026455,2.363200,0.214235
3037,0.0000002,0.0001274,0.0000415,0.000011,0.000854,0.002880
3038,0.0000003,0.0001808,0.0000119,0.000017,0.005380,0.011837
3039,0.0000019,0.0000989,0.0000664,0.000106,0.008465,0.006157
3040,0.0021644,0.0056112,0.0028730,0.160394,0.293154,0.293385
3041,0.0000006,0.0002607,0.0001459,0.000032,0.017602,0.014021
3042,0.0000158,0.0003223,0.0003310,0.001472,0.013240,0.021391
3043,0.0000025,0.0044648,0.0046429,0.000292,0.278171,0.142175
3044,0.0003675,0.0002920,0.0000880,0.014678,0.004722,0.009318
3045,0.0000004,0.0000029,0.0000013,0.000008,0.002769,0.001982
3046,0.0000001,0.0000471,0.0000093,0.000003,0.001807,0.005347
3047,0.0000002,0.0005189,0.0002105,0.000008,0.009482,0.005409
3048,0.0000007,0.0000871,0.0000712,0.000004,0.016525,0.005818
3049,0.0000015,0.0000030,0.0000033,0.000048,0.002677,0.002952
3050,0.0000120,0.0004259,0.0007521,0.000906,0.007412,0.014237
3051,0.0000008,0.0010063,0.0008117,0.000038,0.082303,0.046196
3052,0.0000427,0.0007063,0.0016158,0.003023,0.038575,0.037670
3053,0.0000003,0.0002199,0.0000829,0.000021,0.002888,0.012571
3054,0.0000002,0.0000158,0.0000850,0.000009,0.005059,0.001701
3055,0.0000001,0.0001991,0.0000440,0.000004,0.001574,0.004144
3056,0.0000021,0.0016531,0.0001932,0.000286,0.017246,0.045802
3057,0.0000037,0.0046433,0.0027862,0.000267,0.088237,0.149350
3058,0.0000108,0.0004209,0.0005740,0.000817,0.014959,0.031975
3059,0.0000005,0.0000943,0.0002013,0.000034,0.004817,0.004526
3060,0.0000031,0.0032976,0.0016475,0.000226,0.059273,0.112356
3061,0.0002558,0.0002672,0.0000121,0.008402,0.068775,0.038228
3062,0.0000057,0.0026590,0.0010759,0.000206,0.181914,0.132024
3064,0.0000011,0.0000351,0.0000176,0.000064,0.003909,0.002522
3065,0.0000002,0.0002061,0.0001565,0.000005,0.010398,0.005692
3066,0.0001589,0.0019194,0.0006964,0.009642,0.066352,0.061630
3067,0.0000402,0.0003667,0.0003931,0.003270,0.009961,0.015149
3068,0.0000302,0.0004240,0.0007183,0.002242,0.020547,0.021241
3069,0.0000101,0.0005230,0.0001790,0.000652,0.007690,0.036538
3070,0.0002674,0.0025333,0.0026797,0.022809,0.134094,0.168102
3071,0.0000318,0.0000181,0.0000260,0.001056,0.093014,0.006254
3072,0.0000203,0.0025141,0.0022703,0.001555,0.059206,0.092411
3073,0.0000824,0.0002727,0.0010016,0.006806,0.024155,0.018081
3074,0.0000001,0.0001022,0.0001777,0.000005,0.006837,0.009910
3075,0.0000000,0.0007901,0.0002242,0.000003,0.010196,0.017993
3076,0.0000039,0.0018751,0.0015290,0.000296,0.055088,0.060451
